,Request #,Date / Time Opened,Contact Type,Preferred Language,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
4517,386233,06/07/2020 08:19:30 PM,,,False,833 Murfreesboro Pike,NASHVILLE,16.0,37217.0,36.133182399999995,-86.72206779999998,"(36.1331824, -86.72206779999999)"
4518,386078,06/06/2020 07:51:26 PM,,,False,2631 Nolensville Pike,NASHVILLE,16.0,37211.0,36.11518216158658,-86.74769690674592,"(36.11518216158658, -86.7476969067459)"
4519,391609,06/13/2020 06:56:10 PM,,,False,221 Broadway,NASHVILLE,19.0,37201.0,36.16150316160626,-86.77562629325409,"(36.161503161606255, -86.77562629325409)"
4520,386661,06/08/2020 03:50:13 PM,,,False,200 6th Ave N,NASHVILLE,19.0,37219.0,36.1626279,-86.78140839999998,"(36.1626279, -86.78140839999999)"
4521,412789,07/10/2020 12:46:09 PM,,,False,808 Madison Square,MADISON,8.0,37115.0,36.2555037,-86.7166795,"(36.2555037, -86.7166795)"
4522,430707,07/29/2020 03:31:04 PM,,,False,410 Old Hickory Blvd,BRENTWOOD,4.0,37027.0,36.04054786144239,-86.74477235529481,"(36.04054786144239, -86.74477235529481)"
4523,394313,06/17/2020 03:54:26 PM,,,False,2400 Music Valley Dr,NASHVILLE,15.0,37214.0,36.2175836,-86.6967543,"(36.2175836, -86.6967543)"
4524,382209,06/02/2020 04:14:25 PM,,,False,287 Hollandale Rd,,,,36.0356451,-86.53636180000001,"(36.0356451, -86.5363618)"
4525,381529,06/01/2020 08:37:55 PM,,,False,915 Rivergate Pkwy,GOODLETTSVILLE,10.0,37072.0,36.29811,-86.70029,"(36.29811, -86.70029)"
4526,381195,06/01/2020 05:16:37 PM,,,False,7531 Bidwell Rd,JOELTON,1.0,37080.0,36.342889261683545,-86.89828139580997,"(36.342889261683545, -86.89828139580997)"
4527,438074,08/05/2020 02:33:10 PM,,,False,1524 Demonbreun St,NASHVILLE,19.0,37203.0,36.1530467,-86.7905272,"(36.1530467, -86.7905272)"
4528,438167,08/05/2020 03:33:56 PM,,,False,14th Ave N,NASHVILLE,21.0,37208.0,36.17329,-86.80218,"(36.17329, -86.80218)"
4529,381030,06/01/2020 03:42:51 PM,,,False,90 Oldham St,NASHVILLE,5.0,37213.0,36.17408,-86.77541,"(36.17408, -86.77541)"
4530,442297,08/11/2020 02:50:02 PM,,,False,Firestone Pkwy & Old Hickory Blvd,LA VERGNE,33.0,37086.0,36.016890000000004,-86.61985,"(36.01689, -86.61985)"
4531,412750,07/10/2020 10:28:13 AM,,,False,407 Harding Industrial Dr,NASHVILLE,13.0,37211.0,36.08972336157576,-86.68958870674592,"(36.08972336157576, -86.68958870674592)"
4532,391710,06/14/2020 04:05:34 AM,,,False,1707 Church St,NASHVILLE,21.0,37203.0,36.155530935131466,-86.79615128785372,"(36.155530935131466, -86.79615128785372)"
4533,381849,06/02/2020 04:34:30 AM,,,False,1010 Forrest Ave,NASHVILLE,6.0,37206.0,36.1783218,-86.7500458,"(36.1783218, -86.7500458)"
4534,429448,07/28/2020 05:49:53 PM,,,False,5129 Virginia Way,,,,36.031426,-86.8048118,"(36.031426, -86.8048118)"
4535,417975,07/16/2020 02:50:33 PM,,,False,4000 Hillsboro Pike,NASHVILLE,25.0,37215.0,36.1044768,-86.81453669999998,"(36.1044768, -86.81453669999999)"
4536,412690,07/10/2020 01:12:31 AM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4537,395190,06/18/2020 02:52:34 PM,,,False,1904 Broadway,NASHVILLE,19.0,37203.0,36.150868599999995,-86.79706170000001,"(36.1508686, -86.7970617)"
4538,443017,08/12/2020 03:12:57 AM,,,False,90 White Bridge Rd,NASHVILLE,24.0,37205.0,36.131499700000006,-86.8572982,"(36.1314997, -86.8572982)"
4539,412095,07/09/2020 04:39:54 PM,,,False,172 James Robertson Pkwy,NASHVILLE,19.0,37201.0,36.1676869,-86.77843670000001,"(36.1676869, -86.7784367)"
4540,395224,06/18/2020 03:15:25 PM,,,False,801 Broadway,NASHVILLE,19.0,37203.0,36.15826,-86.7826,"(36.15826, -86.7826)"
4541,438279,08/05/2020 04:45:17 PM,,,False,6900 Lenox Village Dr,NASHVILLE,31.0,37211.0,36.02523,-86.71247,"(36.02523, -86.71247)"
4542,438817,08/06/2020 03:52:11 AM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4543,430515,07/29/2020 02:24:23 PM,,,False,590 N Dupont Ave,MADISON,9.0,37115.0,36.267157399999995,-86.6993365,"(36.2671574, -86.6993365)"
4544,411965,07/09/2020 03:29:50 PM,Other,,False,3103 Clarksville Pike,NASHVILLE,2.0,37218.0,36.192244200000005,-86.82958409999998,"(36.1922442, -86.82958409999999)"
4545,380910,06/01/2020 02:37:03 PM,,,False,3021 Lealand Ln,NASHVILLE,17.0,37204.0,36.11919,-86.78917,"(36.11919, -86.78917)"
4546,442978,08/12/2020 01:25:32 AM,,,False,Nashville,NASHVILLE,19.0,37219.0,36.1626638,-86.78160159999999,"(36.1626638, -86.7816016)"
4547,391594,06/13/2020 05:51:10 PM,,,False,221 Broadway,NASHVILLE,19.0,37201.0,36.16144620000001,-86.77572550000001,"(36.16144620000001, -86.7757255)"
4548,412244,07/09/2020 06:07:14 PM,,,False,398 Harding Pl,NASHVILLE,26.0,37211.0,36.08072,-86.72219,"(36.08072, -86.72219)"
4549,391662,06/13/2020 11:00:17 PM,,,False,1906 Charlotte Ave,NASHVILLE,21.0,37203.0,36.15771531160463,-86.80247239325409,"(36.157715311604626, -86.8024723932541)"
4550,382572,06/02/2020 07:36:30 PM,,,False,1307 Lebanon Pike,NASHVILLE,19.0,37210.0,36.15248589999999,-86.72886690000001,"(36.15248589999999, -86.7288669)"
4551,412034,07/09/2020 04:04:29 PM,,,False,834 Porter Rd,NASHVILLE,6.0,37206.0,36.18619486161674,-86.73082180674591,"(36.18619486161674, -86.73082180674591)"
4552,412112,07/09/2020 04:48:39 PM,,,False,4290 Kenilwood Dr,NASHVILLE,16.0,37204.0,36.0963614,-86.76220889999998,"(36.0963614, -86.76220889999999)"
4553,429018,07/28/2020 02:20:43 PM,,,False,104 Oak Valley Dr,NASHVILLE,2.0,37207.0,36.23115346163593,-86.75988710674594,"(36.23115346163593, -86.75988710674594)"
4554,429502,07/28/2020 06:18:41 PM,,,False,600 Rivergate Pkwy,GOODLETTSVILLE,10.0,37072.0,36.31267389999999,-86.70659189999998,"(36.31267389999999, -86.70659189999999)"
4555,417019,07/15/2020 04:00:03 PM,,,False,410 39th Ave N,NASHVILLE,24.0,37209.0,36.153210811602726,-86.83268159999999,"(36.15321081160273, -86.83268159999999)"
4556,382469,06/02/2020 06:43:51 PM,,,False,2817 West End Ave,NASHVILLE,18.0,37203.0,36.14451,-86.81238,"(36.14451, -86.81238)"
4557,382690,06/02/2020 09:03:50 PM,,,False,2535 8th Ave S,NASHVILLE,17.0,37204.0,36.1229481,-86.77623349999998,"(36.1229481, -86.77623349999999)"
4558,417474,07/15/2020 08:57:06 PM,,,False,5106 Old Hickory Blvd,NASHVILLE,1.0,37218.0,36.2122,-86.92013,"(36.2122, -86.92013)"
4559,439764,08/07/2020 01:24:50 AM,,,False,7083 Hwy 70 S,NASHVILLE,34.0,37221.0,36.073531,-86.91908000000002,"(36.073531, -86.91908000000001)"
4560,377612,05/27/2020 05:13:32 PM,,,False,350 White Bridge Pike,NASHVILLE,24.0,37209.0,36.1487134,-86.8575187,"(36.1487134, -86.8575187)"
4561,418065,07/16/2020 03:27:24 PM,,,False,100 Madison St,NASHVILLE,19.0,37208.0,36.17707550140943,-86.78428992883605,"(36.17707550140943, -86.78428992883605)"
4562,438480,08/05/2020 07:12:17 PM,,,False,908 Main St,NASHVILLE,6.0,37206.0,36.17595636161243,-86.75631009325409,"(36.17595636161243, -86.75631009325409)"
4563,418726,07/16/2020 09:35:44 PM,,,False,5705 Charlotte Pike,NASHVILLE,20.0,37209.0,36.14863339999999,-86.86046520000001,"(36.14863339999999, -86.8604652)"
4564,391673,06/14/2020 12:18:22 AM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.1657985,-86.78422750000001,"(36.1657985, -86.78422750000001)"
4565,412662,07/10/2020 12:17:29 AM,,,False,1515 3rd Ave N,NASHVILLE,19.0,37208.0,36.18099433240661,-86.78960358531953,"(36.18099433240661, -86.78960358531951)"
4566,412666,07/10/2020 12:20:55 AM,,,False,7601 Hwy 70 S,NASHVILLE,22.0,37221.0,36.07691111157035,-86.94651069580999,"(36.07691111157034, -86.94651069580998)"
4567,382797,06/02/2020 11:11:33 PM,,,False,Blackwood Dr,NASHVILLE,13.0,37214.0,36.149063,-86.6313069,"(36.149063, -86.6313069)"
4568,386064,06/06/2020 06:31:27 PM,,,False,221 5th Ave S,NASHVILLE,19.0,37219.0,36.163573709111326,-86.78120058465538,"(36.16357370911133, -86.78120058465538)"
4569,382822,06/03/2020 12:28:59 AM,,,False,1923 Broadway,NASHVILLE,19.0,37203.0,36.14952775074375,-86.79780453443527,"(36.14952775074375, -86.79780453443527)"
4570,412159,07/09/2020 05:18:52 PM,,,False,2000 Richard Jones Rd,NASHVILLE,25.0,37215.0,36.10483120000001,-86.80940240000001,"(36.1048312, -86.8094024)"
4571,418122,07/16/2020 03:52:52 PM,,,False,3458 Dickerson Pike,NASHVILLE,3.0,37207.0,36.24436,-86.76289,"(36.24436, -86.76289)"
4572,377266,05/27/2020 01:38:29 PM,,,False,715 Team Blvd,,,,35.9794487,-86.56432290000001,"(35.9794487, -86.5643229)"
4573,387214,06/09/2020 01:18:29 AM,,,False,541 Stewarts Ferry Pike,NASHVILLE,14.0,37214.0,36.15794206160474,-86.6364438932541,"(36.15794206160474, -86.6364438932541)"
4574,391705,06/14/2020 03:33:31 AM,,,False,219 US-70,NASHVILLE,19.0,37201.0,36.16152516160626,-86.77574159325407,"(36.161525161606264, -86.77574159325408)"
4575,391719,06/14/2020 05:00:12 AM,,,False,221 Broadway,,,,36.16144620000001,-86.77572550000001,"(36.16144620000001, -86.7757255)"
4576,417572,07/15/2020 10:07:10 PM,,,False,5814 Nolensville Pike,NASHVILLE,27.0,37211.0,36.0436254115562,-86.71234260674589,"(36.0436254115562, -86.71234260674589)"
4577,391605,06/13/2020 06:11:10 PM,,,False,1901 Division St,NASHVILLE,19.0,37203.0,36.150153700000004,-86.79594250000001,"(36.1501537, -86.7959425)"
4578,391659,06/13/2020 10:51:32 PM,,,False,112 2nd Ave N,NASHVILLE,19.0,37201.0,36.1625023,-86.77510629999998,"(36.1625023, -86.77510629999999)"
4579,395589,06/18/2020 06:35:10 PM,,,False,,,,,,,
4580,403591,06/29/2020 09:25:16 PM,,,False,4041 Hillsboro Cir,NASHVILLE,34.0,37215.0,36.103534786190885,-86.82054353942566,"(36.10353478619088, -86.82054353942566)"
4581,395232,06/18/2020 03:21:22 PM,,,False,4100 Timothy Dr,NASHVILLE,1.0,37218.0,36.213962574054385,-86.84389361283985,"(36.21396257405438, -86.84389361283986)"
4582,391683,06/14/2020 01:06:47 AM,,,False,221 Broadway,NASHVILLE,19.0,37201.0,36.1613786,-86.7756102,"(36.1613786, -86.7756102)"
4583,378419,05/28/2020 02:58:38 PM,,,False,1800 US-70,NASHVILLE,19.0,37203.0,36.15843661160498,-86.79956304999997,"(36.158436611604984, -86.79956304999999)"
4584,378443,05/28/2020 03:06:38 PM,,,False,2304 Murfreesboro Pike,NASHVILLE,29.0,37217.0,36.08648,-86.64766999999999,"(36.08648, -86.64767)"
4585,377770,05/27/2020 07:05:26 PM,,,False,4230 Harding Pike,NASHVILLE,24.0,37205.0,36.12958,-86.84464,"(36.12958, -86.84464)"
4586,403327,06/29/2020 06:34:27 PM,,,False,1513 Robinson Rd,OLD HICKORY,11.0,37138.0,36.25558,-86.65269,"(36.25558, -86.65269)"
4587,428904,07/28/2020 01:29:55 PM,,,False,319 Fesslers Ln,NASHVILLE,19.0,37210.0,36.14991861160133,-86.74451574999998,"(36.14991861160133, -86.74451574999999)"
4588,377280,05/27/2020 01:46:55 PM,,,False,109 Gallatin Ave,MADISON,8.0,37115.0,36.17868,-86.75084,"(36.17868, -86.75084)"
4589,377962,05/27/2020 09:06:53 PM,,,False,7000 Charlotte Pike,NASHVILLE,35.0,37209.0,36.1299146,-86.90384317724606,"(36.1299146, -86.90384317724607)"
4590,377979,05/27/2020 09:16:49 PM,,,False,7201b Whites Creek Pike,JOELTON,1.0,37080.0,36.318625,-86.86725899999998,"(36.318625, -86.86725899999999)"
4591,378442,05/28/2020 03:06:28 PM,,,False,1200 Lebanon Pike,NASHVILLE,19.0,37210.0,36.15465400000001,-86.73235600000001,"(36.15465400000001, -86.732356)"
4592,418771,07/16/2020 10:53:27 PM,,,False,460 Opry Mills Dr,NASHVILLE,15.0,37214.0,36.206652311625476,-86.69715469999998,"(36.20665231162548, -86.69715469999998)"
4593,378232,05/28/2020 01:20:26 PM,,,False,327 Gatewood Ave,NASHVILLE,5.0,37207.0,36.19951,-86.76385,"(36.19951, -86.76385)"
4594,493313,11/02/2020 05:09:54 PM,,,False,305 Manchester Ave,NASHVILLE,6.0,37206.0,36.186794,-86.7360719,"(36.186794, -86.7360719)"
4595,394039,06/17/2020 01:16:07 PM,,,False,1807 West End Ave,NASHVILLE,19.0,37203.0,36.1524685,-86.7964432,"(36.1524685, -86.7964432)"
4596,438086,08/05/2020 02:37:59 PM,,,False,2215 Rosa L Parks Blvd,NASHVILLE,2.0,37228.0,36.192285999999996,-86.802987,"(36.192286, -86.802987)"
4597,378386,05/28/2020 02:42:11 PM,,,False,,,,,,,
4598,378580,05/28/2020 04:17:30 PM,,,False,3337 Cocoa Dr,NASHVILLE,1.0,37218.0,36.1854508,-86.84633170000001,"(36.1854508, -86.8463317)"
4599,378620,05/28/2020 04:37:48 PM,,,False,8159 TN-100,NASHVILLE,35.0,37221.0,36.04426631155647,-86.95733000000001,"(36.04426631155647, -86.95733000000001)"
4600,394546,06/17/2020 06:14:51 PM,,,False,5106 Old Hickory Blvd,NASHVILLE,1.0,37218.0,36.2121805116278,-86.91999600674593,"(36.2121805116278, -86.91999600674592)"
4601,378847,05/28/2020 06:52:05 PM,,,False,2040 Rosa L Parks Blvd,NASHVILLE,2.0,37228.0,36.18967,-86.79807,"(36.18967, -86.79807)"
4602,379129,05/28/2020 10:02:00 PM,,,False,4009 Hillsboro Pike,NASHVILLE,25.0,37215.0,36.10422,-86.8159,"(36.10422, -86.8159)"
4603,379034,05/28/2020 08:48:12 PM,,,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,36.05338,-86.64929000000001,"(36.05338, -86.64929)"
4604,378901,05/28/2020 07:23:37 PM,,,False,2491 Murfreesboro Pike,NASHVILLE,28.0,37217.0,36.078559999999996,-86.64671,"(36.07856, -86.64671)"
4605,378851,05/28/2020 06:54:36 PM,,,False,5305 Mt View Rd,ANTIOCH,32.0,37013.0,36.0519,-86.6526,"(36.0519, -86.6526)"
4606,411692,07/09/2020 01:25:31 PM,,,False,412 Dr DB Todd Jr Blvd,NASHVILLE,19.0,37203.0,36.15898809999999,-86.8003385,"(36.15898809999999, -86.8003385)"
4607,379153,05/28/2020 11:22:48 PM,,,False,619 W Due West Ave,MADISON,8.0,37115.0,36.24870851164335,-86.73917679325409,"(36.24870851164335, -86.73917679325409)"
4608,412137,07/09/2020 05:05:49 PM,,,False,3532 Murfreesboro Pike,ANTIOCH,33.0,37013.0,36.0533699,-86.61663569999997,"(36.0533699, -86.61663569999999)"
4609,408737,07/06/2020 04:35:01 PM,,,False,111 N 1st St,NASHVILLE,5.0,37213.0,36.17145259999999,-86.771998,"(36.17145259999999, -86.771998)"
4610,395173,06/18/2020 02:45:16 PM,,,False,Broadway,NASHVILLE,19.0,37203.0,36.15658,-86.78745,"(36.15658, -86.78745)"
4611,379142,05/28/2020 10:35:58 PM,,,False,4015 Hillsboro Pike,NASHVILLE,25.0,37215.0,36.10364936158165,-86.81725390000001,"(36.10364936158166, -86.8172539)"
4612,379182,05/29/2020 12:48:31 AM,,,False,711 Gallatin Ave,NASHVILLE,6.0,37206.0,36.1843814,-86.7470589,"(36.1843814, -86.7470589)"
4613,438582,08/05/2020 08:16:51 PM,,,False,66 Fern Ave,NASHVILLE,2.0,37207.0,36.19581711162085,-86.77738470000001,"(36.19581711162084, -86.7773847)"
4614,412454,07/09/2020 08:41:19 PM,,,False,Home Depot,NASHVILLE,22.0,37221.0,36.076932,-86.95396009999997,"(36.076932, -86.95396009999999)"
4615,412219,07/09/2020 05:55:36 PM,,,False,3501 US-70,NASHVILLE,24.0,37209.0,36.1526523616025,-86.82621825000004,"(36.1526523616025, -86.82621825000003)"
4616,379094,05/28/2020 09:31:36 PM,,,False,1701 21st Ave S,NASHVILLE,18.0,37212.0,36.13732529999999,-86.80108609999999,"(36.1373253, -86.8010861)"
4617,382678,06/02/2020 08:51:39 PM,,,False,2408 Music Valley Dr,NASHVILLE,15.0,37214.0,36.218236700000006,-86.69795049999998,"(36.2182367, -86.69795049999999)"
4618,386262,06/07/2020 11:08:08 PM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4619,379231,05/29/2020 03:12:01 AM,,,False,717 3rd Ave N,NASHVILLE,19.0,37201.0,36.1708614,-86.78234300000001,"(36.1708614, -86.782343)"
4620,412422,07/09/2020 08:15:56 PM,,,False,701 4th Ave S,NASHVILLE,19.0,37210.0,36.15313,-86.77229,"(36.15313, -86.77229)"
4621,412339,07/09/2020 07:24:57 PM,,,False,100 Meridian St,NASHVILLE,5.0,37207.0,36.17842,-86.77125,"(36.17842, -86.77125)"
4622,394323,06/17/2020 04:06:58 PM,,,False,336 Harding Pl,NASHVILLE,13.0,37211.0,36.08717,-86.69542,"(36.08717, -86.69542)"
4623,416964,07/15/2020 03:37:11 PM,,,False,711 Gallatin Ave,NASHVILLE,6.0,37206.0,36.1843814,-86.7470589,"(36.1843814, -86.7470589)"
4624,417415,07/15/2020 08:19:35 PM,,,False,6718 Nolensville Pike,BRENTWOOD,31.0,37027.0,35.997916700000005,-86.690634,"(35.9979167, -86.690634)"
4625,394216,06/17/2020 02:59:03 PM,,,False,4501 Murphy Rd,NASHVILLE,24.0,37209.0,36.1408247,-86.840407,"(36.1408247, -86.840407)"
4626,379147,05/28/2020 11:00:54 PM,Resident,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4627,428606,07/27/2020 10:15:27 PM,,,False,2126 Abbott Martin Rd,NASHVILLE,25.0,37215.0,36.10723699999999,-86.815708,"(36.10723699999999, -86.815708)"
4628,382468,06/02/2020 06:43:24 PM,,,False,329 Broadway,NASHVILLE,19.0,37201.0,36.16081679999999,-86.776788,"(36.1608168, -86.776788)"
4629,378943,05/28/2020 07:44:32 PM,,,False,7657 Hwy 70 S,NASHVILLE,22.0,37221.0,36.07724,-86.9507,"(36.07724, -86.9507)"
4630,418308,07/16/2020 05:39:23 PM,,,False,8 University Park Dr,NASHVILLE,25.0,37204.0,36.10628671753707,-86.79972547528996,"(36.106286717537074, -86.79972547528995)"
4631,382426,06/02/2020 06:15:05 PM,,,False,2022 Rosa L Parks Blvd,NASHVILLE,2.0,37228.0,36.18841,-86.79775,"(36.18841, -86.79775)"
4632,411621,07/09/2020 12:42:07 PM,,,False,921 2nd Ave N,NASHVILLE,19.0,37201.0,36.1740421,-86.7832263,"(36.1740421, -86.7832263)"
4633,379038,05/28/2020 08:50:57 PM,,,False,147 7th Ave N,NASHVILLE,19.0,37203.0,36.16139401160618,-86.78261699999999,"(36.161394011606184, -86.78261699999999)"
4634,412346,07/09/2020 07:28:33 PM,,,False,430 Myatt Dr,MADISON,9.0,37115.0,36.27599039999999,-86.6896417,"(36.27599039999999, -86.6896417)"
4635,398950,06/23/2020 07:57:25 PM,,,False,4114 TN-106,NASHVILLE,25.0,37215.0,36.101310461580724,-86.81758550674591,"(36.10131046158073, -86.8175855067459)"
4636,379120,05/28/2020 09:48:32 PM,,,False,2517 Lebanon Pike,NASHVILLE,15.0,37214.0,36.1692174,-86.67790459999998,"(36.1692174, -86.67790459999999)"
4637,379015,05/28/2020 08:38:07 PM,,,False,5832 Nolensville Pike,NASHVILLE,27.0,37211.0,36.04091,-86.71226999999999,"(36.04091, -86.71227)"
4638,382465,06/02/2020 06:42:24 PM,,,False,2408 Music Valley Dr,NASHVILLE,15.0,37214.0,36.21824,-86.69795,"(36.21824, -86.69795)"
4639,417639,07/16/2020 12:30:33 AM,,,False,Cane Ridge Park,ANTIOCH,33.0,37013.0,35.99015120000001,-86.62277499999998,"(35.99015120000001, -86.62277499999999)"
4640,417644,07/16/2020 12:42:16 AM,,,False,1200 Donelson Ave,OLD HICKORY,11.0,37138.0,36.26420126164997,-86.6510952,"(36.264201261649966, -86.6510952)"
4641,412644,07/09/2020 11:39:30 PM,,,False,4054 Andrew Jackson Pkwy,HERMITAGE,11.0,37076.0,36.186199,-86.60857100000003,"(36.186199, -86.60857100000001)"
4642,411973,07/09/2020 03:34:41 PM,,,False,319 Fesslers Ln,NASHVILLE,19.0,37210.0,36.14991861160133,-86.74452860674592,"(36.14991861160133, -86.7445286067459)"
4643,417183,07/15/2020 05:43:45 PM,,,False,3000 West End Ave,NASHVILLE,21.0,37203.0,36.143722600000004,-86.8145614,"(36.1437226, -86.8145614)"
4644,394033,06/17/2020 01:14:28 PM,,,False,7087 Hwy 70 S,NASHVILLE,34.0,37221.0,36.0736986,-86.9198277,"(36.0736986, -86.9198277)"
4645,412044,07/09/2020 04:11:47 PM,,,False,2020 21st Ave S,NASHVILLE,18.0,37212.0,36.1319381615937,-86.80111609325407,"(36.1319381615937, -86.80111609325407)"
4646,382413,06/02/2020 06:06:42 PM,,,False,2412 Music Valley Dr,NASHVILLE,15.0,37214.0,36.21954406163097,-86.6968123,"(36.21954406163097, -86.6968123)"
4647,428959,07/28/2020 01:55:43 PM,,,False,3710 Annex Ave,NASHVILLE,20.0,37209.0,36.14060426159735,-86.8805520932541,"(36.14060426159735, -86.8805520932541)"
4648,395495,06/18/2020 05:46:58 PM,,,False,711 Gallatin Ave,NASHVILLE,6.0,37206.0,36.1843814,-86.7470589,"(36.1843814, -86.7470589)"
4649,438554,08/05/2020 07:52:41 PM,,,False,4491 Lebanon Pike,HERMITAGE,11.0,37076.0,36.21515,-86.59846999999999,"(36.21515, -86.59847)"
4650,426840,07/26/2020 02:26:28 AM,,,False,,,,,,,
4651,382565,06/02/2020 07:33:12 PM,,,False,7679 Hwy 70 S,NASHVILLE,22.0,37221.0,36.0785729,-86.9530713,"(36.0785729, -86.9530713)"
4652,412693,07/10/2020 01:20:00 AM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4653,412482,07/09/2020 09:00:25 PM,,,False,1400 Donelson Pike Ste B10,NASHVILLE,13.0,37217.0,36.09756470000001,-86.6783205,"(36.09756470000001, -86.6783205)"
4654,382681,06/02/2020 08:54:26 PM,,,False,3871 Lebanon Pike,HERMITAGE,14.0,37076.0,36.19331,-86.62267,"(36.19331, -86.62267)"
4655,386415,06/08/2020 01:38:21 PM,,,False,310 S Wilson Blvd,NASHVILLE,24.0,37205.0,36.12800822599755,-86.83411847934569,"(36.12800822599755, -86.83411847934569)"
4656,438362,08/05/2020 05:48:25 PM,,,False,2256 Murfreesboro Pike,NASHVILLE,29.0,37217.0,36.08798819999999,-86.64930840000001,"(36.08798819999999, -86.6493084)"
4657,382573,06/02/2020 07:36:59 PM,,,False,2313 Elliston Pl,NASHVILLE,21.0,37203.0,36.149029999999996,-86.80604,"(36.14903, -86.80604)"
4658,398736,06/23/2020 05:40:18 PM,,,False,880 Conference Dr,GOODLETTSVILLE,10.0,37072.0,36.3208018,-86.7024211,"(36.3208018, -86.7024211)"
4659,395459,06/18/2020 05:21:47 PM,,,False,3302 Ivy Point Rd,GOODLETTSVILLE,3.0,37072.0,36.348659999999995,-86.79889,"(36.34866, -86.79889)"
4660,399038,06/23/2020 08:48:06 PM,,,False,7116 Hwy 70 S,NASHVILLE,22.0,37221.0,36.0744727,-86.92282940000001,"(36.0744727, -86.9228294)"
4661,417537,07/15/2020 09:32:23 PM,,,False,1 Park Plaza,NASHVILLE,21.0,37203.0,36.1536774,-86.8138175,"(36.1536774, -86.8138175)"
4662,469346,09/23/2020 01:13:52 PM,,,False,471 Chestnut St,NASHVILLE,17.0,37203.0,36.14264,-86.77086,"(36.14264, -86.77086)"
4663,395753,06/18/2020 08:17:13 PM,,,False,414 Donelson Pike,NASHVILLE,15.0,37214.0,36.154760100000004,-86.66588949999998,"(36.1547601, -86.66588949999999)"
4664,417717,07/16/2020 08:18:37 AM,,,False,4054 Andrew Jackson Way,HERMITAGE,11.0,37076.0,36.18612241161669,-86.60850220674591,"(36.186122411616694, -86.60850220674591)"
4665,438574,08/05/2020 08:08:15 PM,,,False,12 E Thompson Ln,NASHVILLE,16.0,37211.0,36.115879895075224,-86.7196645202746,"(36.11587989507522, -86.71966452027459)"
4666,386561,06/08/2020 02:53:10 PM,,,False,708 Monroe St,NASHVILLE,19.0,37208.0,36.175709999999995,-86.79256,"(36.17571, -86.79256)"
4667,386577,06/08/2020 03:00:31 PM,,,False,2535 Powell Ave,NASHVILLE,16.0,37204.0,36.10702,-86.76604,"(36.10702, -86.76604)"
4668,489173,10/27/2020 02:16:33 PM,,,False,614 Church St,NASHVILLE,19.0,37219.0,36.1625646,-86.78224540000001,"(36.1625646, -86.7822454)"
4669,386327,06/08/2020 12:20:36 PM,,,False,891 Bell Rd,ANTIOCH,32.0,37013.0,36.0504663,-86.65096700000001,"(36.0504663, -86.650967)"
4670,387218,06/09/2020 01:34:29 AM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
4671,412470,07/09/2020 08:49:27 PM,,,False,3110 Nolensville Pike,NASHVILLE,16.0,37211.0,36.10345360000001,-86.74119309999998,"(36.10345360000001, -86.74119309999999)"
4672,386109,06/06/2020 10:41:05 PM,,,False,217 Broadway,NASHVILLE,19.0,37201.0,36.16139938330615,-86.77564739043893,"(36.16139938330615, -86.77564739043893)"
4673,385998,06/06/2020 01:20:20 PM,,,False,5705 Charlotte Pike,NASHVILLE,20.0,37209.0,36.14872576160083,-86.86042280674592,"(36.14872576160083, -86.8604228067459)"
4674,418812,07/17/2020 12:28:45 AM,,,False,7400 Cockrill Bend Blvd,NASHVILLE,20.0,37209.0,36.1804194,-86.8958698,"(36.1804194, -86.8958698)"
4675,395832,06/18/2020 09:07:53 PM,,,False,1200 8th Ave S,NASHVILLE,17.0,37203.0,36.14143,-86.77829,"(36.14143, -86.77829)"
4676,442258,08/11/2020 02:20:19 PM,,,False,7604 Hwy 70 S,NASHVILLE,22.0,37221.0,36.0785,-86.94542,"(36.0785, -86.94542)"
4677,395124,06/18/2020 02:17:33 PM,,,False,5200 Maryland Way,,,,36.03600111155298,-86.80326540674591,"(36.03600111155298, -86.8032654067459)"
4678,442633,08/11/2020 06:21:08 PM,,,False,616 Marriott Dr,NASHVILLE,15.0,37214.0,36.14475296159914,-86.69047969580997,"(36.14475296159914, -86.69047969580997)"
4679,395320,06/18/2020 04:05:09 PM,,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
